epoch,accuracy,loss,val_accuracy,val_loss
0,0.9666666388511658,0.25554895401000977,0.9666666388511658,0.21914364397525787
1,0.9666666388511658,0.2543303370475769,0.9666666388511658,0.21811598539352417
2,0.9666666388511658,0.2532736361026764,0.9666666388511658,0.21707488596439362
3,0.9666666388511658,0.25190019607543945,0.9666666388511658,0.21769744157791138
4,0.9666666388511658,0.2507466971874237,0.9666666388511658,0.21738509833812714
5,0.9666666388511658,0.24955779314041138,0.9666666388511658,0.2165040522813797
6,0.9666666388511658,0.24827732145786285,0.9666666388511658,0.21429473161697388
7,0.9666666388511658,0.24698695540428162,0.9666666388511658,0.2122276872396469
8,0.9666666388511658,0.24603107571601868,0.9666666388511658,0.20971713960170746
9,0.9666666388511658,0.24474886059761047,0.9666666388511658,0.20798829197883606
10,0.9666666388511658,0.24369877576828003,0.9666666388511658,0.20671510696411133
11,0.9666666388511658,0.24235902726650238,0.9666666388511658,0.20644477009773254
12,0.9666666388511658,0.24126259982585907,0.9666666388511658,0.2054646909236908
13,0.9666666388511658,0.2401832640171051,0.9666666388511658,0.20519766211509705
14,0.9666666388511658,0.2389688640832901,0.9666666388511658,0.20480869710445404
15,0.9666666388511658,0.23779639601707458,0.9666666388511658,0.20306159555912018
16,0.9666666388511658,0.23701100051403046,0.9666666388511658,0.20220613479614258
17,0.9666666388511658,0.23574106395244598,0.9666666388511658,0.20001070201396942
18,0.9666666388511658,0.23461908102035522,0.9666666388511658,0.19845899939537048
19,0.9666666388511658,0.2334037572145462,0.9666666388511658,0.1980629861354828
20,0.9666666388511658,0.23238226771354675,0.9666666388511658,0.197111576795578
21,0.9666666388511658,0.23132774233818054,0.9666666388511658,0.1960776299238205
22,0.9666666388511658,0.23029130697250366,0.9666666388511658,0.19522739946842194
23,0.9666666388511658,0.22932815551757812,0.9666666388511658,0.19459454715251923
24,0.9666666388511658,0.22829002141952515,0.9666666388511658,0.1937122344970703
25,0.9666666388511658,0.2272445410490036,0.9666666388511658,0.1923770308494568
26,0.9666666388511658,0.2260511964559555,0.9666666388511658,0.19010809063911438
27,0.9666666388511658,0.22525309026241302,0.9666666388511658,0.18795007467269897
28,0.9666666388511658,0.22418075799942017,0.9666666388511658,0.18627111613750458
29,0.9666666388511658,0.223167285323143,0.9666666388511658,0.18589262664318085
30,0.9666666388511658,0.22229835391044617,0.9666666388511658,0.1861192286014557
31,0.9666666388511658,0.22125917673110962,0.9666666388511658,0.1859123855829239
32,0.9666666388511658,0.2202330231666565,0.9666666388511658,0.18447381258010864
33,0.9666666388511658,0.21926349401474,0.9666666388511658,0.1841123402118683
34,0.9666666388511658,0.21832455694675446,0.9666666388511658,0.18246005475521088
35,0.9666666388511658,0.21726742386817932,0.9666666388511658,0.18144908547401428
36,0.9666666388511658,0.2163648009300232,0.9666666388511658,0.18019543588161469
37,0.9666666388511658,0.21559354662895203,0.9666666388511658,0.1782389134168625
38,0.9666666388511658,0.21454866230487823,0.9666666388511658,0.17715097963809967
39,0.9666666388511658,0.2139824479818344,0.9666666388511658,0.17761322855949402
40,0.9666666388511658,0.2128613293170929,0.9666666388511658,0.17590723931789398
41,0.9666666388511658,0.2119738757610321,0.9666666388511658,0.17626668512821198
42,0.9666666388511658,0.2109532505273819,0.9666666388511658,0.17553849518299103
43,0.9666666388511658,0.21056796610355377,0.9666666388511658,0.17346793413162231
44,0.9666666388511658,0.20919233560562134,0.9666666388511658,0.17327672243118286
45,0.9666666388511658,0.2084469199180603,0.9666666388511658,0.17337240278720856
46,0.9666666388511658,0.20747464895248413,0.9666666388511658,0.1719556301832199
47,0.9666666388511658,0.2066696435213089,0.9666666388511658,0.17002268135547638
48,0.9666666388511658,0.2057947814464569,1.0,0.1688401997089386
49,0.9666666388511658,0.20506629347801208,0.9666666388511658,0.16915832459926605
